tweets,label
I hope a girl views me like this because damn am I ugly https://t.co/AqgAcdNVfv,abusive
Fuck it I'm going to pold dancing classes !!! https://t.co/y8Tz6M47PR,abusive
"@_FamoussCam 😂damn y'all feeling me ainnit , but Cam you already know tha deal💯don't play stupid💁🏽... set sumn up BITCH😏",abusive
"Erm some of us are retarded that's why. 

AKA ME🙄 https://t.co/yhQ0qFxLt1",normal
"I know the game I should teach it , cause these nigga hate for Mfn reason 🤷🏽‍♀️ !",hateful
"Just cause my money running like Forrest gump, I got niggas hate me like I'm Donald trump #Dolph 🔥🔥💪🏿",hateful
I fucking hate that all of you immediately decided to respond to this the way you all did,abusive
"""Two things that I just can't respect.... A fuck nigga and a lyin ass bitch"" @YoungDolph DOLPHHHHH!!!",hateful
Have U heard reported why Europe has been decimated?Me neither.The idiots policy's on Syria Iraq Libya. Loons need 2be tarred and feathered,hateful
@xlMLGGamerlx @brenchong No they couldn't you retard,hateful
@Uber_Support how do i complain please? Charged a cancellation fee for a driver whi didnt show up or answer phone?!! Fucking cowboys!,abusive
Hate when some 1 starts to tell me something then says nvm like na nigga you gotta tell me now 😂,hateful
RT @jasonderulo: Whaaahhh!?? Damn thank ya'll 32 million views in a weeek is crazy!🙏🏾🙏🏾 https://t.co/3aGwduqltr,normal
Oh my god yes. Fuck photoshop always hated it!! https://t.co/yPYrf2Pzyv,abusive
Check this idiot out. Thinks scurvy somehow disproves atheism and Darwin. What a tool. https://t.co/VnPNdFv7Jr,abusive
Who is this idiot representing the cab trade on LBC.,abusive
I FUCKING HATE ratchet ass memphis hoessss‼️‼️‼️‼️,abusive
@discordapp bro i cant fucking wait for the Video / Screensharing!!! AAAAAAAA 😭😂😭😂 You said soon like 2 months ago!!,normal
RT @PortialoSo: hated her sneaky ass https://t.co/FDvXXx4o2h,abusive
I keep getting fucked over! I'm done with everybody and everything,abusive
@BR_DougFarrar It's this level of fellating that permits that idiot to keep pulling all the fascist stunts he does… https://t.co/B7BtDVOQ3R,abusive
@IshanKhanna4 @Cody_Hall1 @KennyOmegamanX DDT is a finish - idiots using it dont get it,abusive
this is a retarded  question but what's the Pokemon in your avatar,normal
#Assad is bad. Jihadis also bad &amp; would still be bad w Assad gone. Assad is an asshole but he didn't create #ISIS.… https://t.co/XIRkMUexSk,hateful
RT @Travis_Brown4: Trail of lies baby get with it because they are fucking SICK https://t.co/4G7IhGRo1o,abusive
Can an ass be tragic? To perish under a burden one can neither bear nor throw off? The case of the philosopher.  Friedrich Nietzsche,abusive
"RT @_CHYnese__: Miserable Martha's , Pathetic Patty's &amp; Bullshit Becky's😂😂😂😂😂🤷🏽‍♀️ https://t.co/eB9QH9DyD7",abusive
"RT @OnlyLookAtMino: [!!] #WINNER trending on Melon Search🍈
#FateNumberFor
#ReallyReally
💚💜💛💙 https://t.co/obAbwUbvaQ",spam
Ohhhhhh shit!!!!!!!! I don't fuckin believe it!!! #TheWalkingDead those fuckin traitors!!!,abusive
I hate the assholes who don't turn off there brights... but then again I'm the asshole,abusive
RT @_LipstickJunkie: E all the way! giving you bitches the cold shoulder!!! https://t.co/2kbT3EQm8H,abusive
"Her: Shut up ugly 
Me: what I'll bEAT yo ass 
Her: oh mah gawd.. https://t.co/q991u88s0P",hateful
"Soylent, but for your idiot feet. https://t.co/VyBYwCWGGV",abusive
RT @normelanin: normani did u rest? bad bitches needs to,abusive
"RT @phfame_: Don't be a boring bitch. If that's Your nigga, suck that nigga dick.",abusive
"RT @brianklaas: ABC News reports that Syria moved personnel, equipment, and aircraft from the base before the strikes. https://t.co/LmvdFdp…",normal
"oh knowing her it's gonna be that fuckin bad.
trust me, lady troll is a fuckin trick. https://t.co/KaTUmo83cB",abusive
"RT @XplodingUnicorn: [rains nonstop for 2 days]

Wife: We almost need an ark

Me: The boat or the thing that melts Nazi faces?

Wife:

Me:…",hateful
RT @docrocktex26: All these fuckers who thought email and a nebulous speech to Goldman Sachs were disqualifying look real FUCKING petty and…,abusive
@_wndrlst__ anyways then after SHINee I went to work the day after aka no sleep (I got rlly fuckin sick at retreat &amp;still recovering rn),abusive
"RT @anoutlawlife: 'Women, huh?' said the cop 

Spoiler alert: he's not just playing bad cop. He's also just an asshole https://t.co/XkKNmGI…",abusive
#trumprussia sean spicer is a blithering idiot who will repeat anything trump tells him.,abusive
@anni369_mhh @ByronYork @SalenaZito @KimStrassel You're an idiot,abusive
"@BananaQueeeeen Sorry darlin, not gonna work. You're in my heart. And that lil sum bitch sees ALL!!! https://t.co/1ySz7adKeD",abusive
JOANNA STERN IS SO FUCKING ANNOYING PLEASE STOP DOING THIS,abusive
RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,abusive
Some might say just do it because that's what men do. I agree but say something lil ugly 😂I'll let that door slam on ya fuckin head,abusive
I swear to god if I get sick I'm gonna be so pissed,normal
"RT @dynastyycolee: Don't fall stupid for these niggas words, let these niggas show u actions",hateful
@MusclyBabies @DanTheDazzler @KidLykos @OBEYBrookes @ATTACKWrestling Something Something Idiot,spam
We just launched missiles at Syria?!?! Are we going to war?! WHAT THE F*CK?!? This idiot has been in office for a couple months and ALREADY?,abusive
"This how idiots on here operate... I woke up to a Hopsin song playing on my TV, I tweet he can rap &amp; from that twee… https://t.co/pPwJheqUXO",abusive
RT @__JaayLee: it makes me sick to my stomach to see how bitches dont care about they self respect.,abusive
Shout-out to WWE partnering with FFXIV tho shits sick,abusive
"This isn't a dairy farm simulator??? It's a stupid fucking minigame, come on PETA https://t.co/9bTrWCp61L",abusive
"@LabourEoin She is a bloody disgrace She is unfit 2 be primeminister,how the hell do this tory lot sleep at nite se… https://t.co/ipHEa5JDUo",abusive
clay is so fucking annoying he asks questions every 5 seconds and never goes with the flow just shut up and listen idk how yall claim,abusive
hap birth stupid hoe💖💞💃🏻😛 @katgainer https://t.co/emtf9k3AdE,abusive
PULL UP @ #MuseumBarTONIGHT SHIT WILL BE LIT ASF!!!!!! #InfiniteEnt #InfiniteQueenz,abusive
"@jimrome damn it Hawk those are some quality  calls I wish I could be as bad at my job as @ImAdamHawk is at his, Where did you find this guy",abusive
McConnell...do you have Alzheimer's??? You are an idiot just like Trump! https://t.co/P13YVtzqk9,abusive
@RelianceMobile Don't go with this fake pig crap eating idiots network. One of the worst piss drinkers,abusive
"RT @livingd0ll: I hate a frontin ass person, stay from around me!!! Perioddd",hateful
RT @LexiiEsAqui: I HATE ALL YOU NIGGAS https://t.co/ZrVzYuFXs1,hateful
The worst hoe is a hoe who can't admit she was a hoe.!,normal
RT @Expul_2: FUCKING GANADORA!! https://t.co/0Xx5vEyR2U,abusive
That's what I fucking hate. Every defender just backing off and letting Aguero take on the shot. Make some bloody tackle.,abusive
@tristanadelgay EW I FUCKING HATE THIS DISGUSTING TOOL BAG OMFG....,abusive
Brutal #Anal #Orgasm makes her pussy flow https://t.co/vKBfDtqTYI #Sex #Porn https://t.co/HikXIrtN8N,abusive
Some of you have horrible characteristics lmaoooo damn,abusive
"RT @sdawga97: I hate a ""girls that smoke are ugly"" ass nigga",hateful
Bitch you use to be a fucking Gladiator! I dont know why your ginger ass aint look these ppl up b4 you went into bed with them! #Scandal,abusive
"RT @brianklaas: ABC News reports that Syria moved personnel, equipment, and aircraft from the base before the strikes. https://t.co/LmvdFdp…",normal
RT @BurnWithBrando: This looks like a retarded class field trip https://t.co/uI9c4zubxa,abusive
WHERE THE BLOODY HELL IS BALOR?!!!  #RAWaftermania,abusive
RT @jjackiediazz: I hate ungrateful bitches 🙄 https://t.co/BQFQYU3ft0,hateful
RT @TFLN: (508): I feel like captain Morgan put his peg leg up my ass,abusive
@ddlovato YOOOOO THIS SONG IS FUCKING LIT!!!!!! REPEATTTTTT https://t.co/LRFbQuTaiC,abusive
RT @adriruizencina: Que fucked up es 13 reasons why! Lpm carajo.,abusive
@AynRandPaulRyan @realDonaldTrump @NBCNews out of mouth of someone who worked for Obama what a fucking idiot https://t.co/tDtQ5WQVhf,abusive
"Man I hate when a nigga cock blocking at the function , I'm tryna get laid tonight .!",abusive
"RT @Cyn_Santana: Yoooooo RISE N GRIND. THERES A BAG OUT THERE, GET THE FUCK UP AND GET TO IT. LETS GO!!!!!",abusive
@LaVelleNeal Why the hell is this franchise so unable to scout/develop pitching? Pathetic.,abusive
"RT @AnnCoulter: Const requires 2/3ds vote to override a presidential veto. According to idiot McCain, it ALSO takes 2/3ds vote to pass law…",hateful
Ima get it in til da day that I go! Niggas don't act like niggas no mo! Hate when niggas act like they ain't from t… https://t.co/HshBJtIv5k,hateful
Niggas hate apologizing but always doing something they need to apologize for,hateful
she rocked his ass tbh I feel bad for bruh but s/o to who raised him https://t.co/eWAkskOobC,abusive
"RT @brianklaas: ABC News reports that Syria moved personnel, equipment, and aircraft from the base before the strikes. https://t.co/LmvdFdp…",normal
"@hassan_akkad @MrHarryCole @STWuk Well done for trying sir, these stop the West idiots need a dose of truth.",normal
"RT @peachisoda: [PANN] 170401 heol Eppis, we're on Melon's Hall of Fame!!! https://t.co/3O8etwtNlG",normal
He could have laid her stupid ass out with one hit if he wanted to https://t.co/sbDZVcMDvN,abusive
@Phoenix_Plexus @ChicoRockx Sometimes restraining myself from calling someone an idiot is a very difficult effort t… https://t.co/wpIdEYVWad,abusive
mfs should not have iPhone 5c's those shits so ugly,hateful
"the worst one for me is zach, she was TOTALLY vulnerable and he was pissed off because she didn't trust him?????",normal
"RT @AlisonPower9: @EricLiptonNYT @Fahrenthold Wait a minute -- aren't these our troops, and don't these Trump idiots work for us? Somebody,…",abusive
RT @activist360: Congrats to all the blithering idiots who elected this a**hole: Trump just signed away your internet privacy https://t.co/…,abusive
SLIPPERS?? WITH MY UGLY ASS TOES?? NAH https://t.co/xQHiJAsnye,abusive
"RT @YosoyJramirez: When you been texting her all day y no te responde. But you go on twitter and she tweets ""diablo why ugly niggas always…",hateful
That's what his stupid ass get. 😂😂 https://t.co/UOn2vjNu3P,abusive
Why you so bad 😭 like damn ma😍👅 https://t.co/Vhv8Ld3bDh,normal
@Complex @Ez4u2say_Janis Yes but this idiot is also sending troops in harms way and nobody is talking about it,hateful
@Starbucks today you idiots are out of dishes for the egg bites and just throw the eggs in the bag. What is wrong with you people?? Idiots.,abusive
"RT @MaraWilson: The ""Those Who Trespass"" (yes, that is the title of his stupid book) episode of @IDEOTVPod is fucking gold https://t.co/loO…",abusive
RT @Ola__YBNL: Wizkid wrote one dance for drake and this idiot they call drake didn't even show up for the video smh.,abusive
nyc_kicks_collector's photo https://t.co/r08syyjzpr this nigga retarded,hateful
"@SideMint That's horrible, why the hell would people do that?",abusive
RT @WINNERPHYG: [!!!] WINNER #1 trending on MelOn search https://t.co/B3tDZSQXP7,spam
"RT @brianklaas: ABC News reports that Syria moved personnel, equipment, and aircraft from the base before the strikes. https://t.co/LmvdFdp…",normal
I'm sick of bitching about things that are beyond my control.,abusive
@rocksound @AllTimeLow STILL FUCKING SHOCKED https://t.co/PDEECQF5Jj,abusive
@_JeDi_JD_ why did I post this twice. Am I retarded,abusive
RT @__citgo: Nbs yo too bad our couches folded on niggas https://t.co/Ia7JfXFENT,hateful
"In P5, worst case scenario is you get a bad item and they leave.
In mainline, they steal your items, money, SP, HP, and kick you in the dick",abusive
@McHonrd That one was the worst one out of the 3 strikes LMFAOOOO nigga said eat a banana then get drugged just cuz… https://t.co/R0cwMCX4hZ,hateful
@MercedesAMGF1 @F1 It's getting so boring some of the camera crews have resorted to bird watching! XDDDD,normal
RT @amyordman: Fuck fake friends we don't need em!!!! https://t.co/5J1UGmzmRo,abusive
"""It takes a village to raise a child""  FFS And a village idiot to believe that Hillary NWO slogan: Princ... https://t.co/A3CqdbPRYP",hateful
@baileysouthside why did that idiot call the police? #KamraForSomething,abusive
@SenateDems being a Dem u all look like idiots considering u voted for Gorsuch as a circuit judge.,abusive
"RT @Khumagari: Am loud,boring &amp; sometimes annoying, &amp; have a girlfriend who just fucks with me. Appreciation @angie_sandla now find me awes…",abusive
I fucking hate when people tell me I should change my ways,abusive
@charlieINTEL All these idiots with their comments think they know everything.,abusive
@SwiggyCares this is pathetic. What the hell is wrong with you guys,abusive
Sometimes I look at Saber and think about how awful my penis is,abusive
RT @Nunuss__: I really hate this nigga 🙄 https://t.co/IGvdBCN2KW,hateful
@Connor_Brown93 @Jared_Carrabis Let's fucking have it!,abusive
RT @BirdGuides: Sickening photos of migrant birds needlessly slaughtered in #Malta (via @newscientist): https://t.co/nziYjPj6H4 https://t.c…,normal
RT @alvarossanti: WHAAAAAAT 😍😍😍😩😩 that was insane gurls ❤️ finilly watched my four bitches 💕💕💕 so blessed 😘💅🏾 #LittleMix #LITTLEMIXLA @Litt…,abusive
RT @SouljaDaniel_: xxxtentacion's fan base is fucking cancerous,abusive
@IndiaToday they should hold their ears and get out of parliament .... Shame on SACHIN and rekha. Take away Bharat data from SACHIN an idiot,abusive
RT @KinkyKevD: I hate that stupid fucking face https://t.co/iHJD9r5CQ4,abusive
"@realDonaldTrump time to get off your ass &amp; start making presidential decisions.
WTF you gonna do about Assad killing kids? #NoMorexcuses !!",abusive
RT @youngthug: Horse face hoe stop playing before I show the world yo lil ugly ass,abusive
@FatNoobTM u fucking won!!!!!! https://t.co/2K5uxfTAqC,abusive
I have a headache from these nasty ass animals &amp; their smells,abusive
Don't you fucking DARE!!! #TWDFinale #TheWalkingDead,abusive
I fucking hate that I've been locking myself out all this week,abusive
"What an idiot ... ""Trump Completes Repeal of Online Privacy Protections From Obama Era"" #technews #trump #stupid https://t.co/zMHJ7pJ8BR",abusive
@J28ASM @MrRheese Are you fucking kidding me bruh!,abusive
"NO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
I LIK BOOBER FUCK U!!!!!!!!!",abusive
"Push your cock inside me,i am a bad police,punish me https://t.co/VM5hiyM5cJ",spam
I fuckin hate how Mayorga calls me by my government name🤦🏻‍♂️😂,abusive
Stupid bitch 😂😂💀💀 you so trifling https://t.co/4WGUuNdwMZ,abusive
I need to stop coming to Bloomington.. something bad happens every damn time,normal
YID VICIOUS tonight at 7:30! https://t.co/uNU7BSSaxV,normal
@ShikiIRL Oh like selling shoes? I worked at a clothing store when I was going to school. Fucking hated it with all of my heart,abusive
It was time for another bad ass tiger to get it's feed; do your thing Shiva #TheWalkingDead… https://t.co/1FytnCSYxP,abusive
FLIP OFF BOOTS: Minecraft Retards (Pt1): https://t.co/TZau1RqljT via @YouTube,hateful
This mf shuttle bus driver trying to fucking freeze us to death !! Its cold af on this hoe !,abusive
You can't say everybody a side piece to somebody cause that's all you knew all your life hoe 😂😂 I HATE FB,abusive
"RT @KarelisJimenz20: One day! One day! One fucking day! #SignOfTheTimes #HESnewChapter 
#OneDirection #YouKnowYouLoveThem @radiodisney http…",abusive
RT @1Master_J: Condo in Compton I'm still in reach nigga!!! FUCK OFF KENDRICK!!! 😤😤😤😤😤,abusive
"U kno what!!!! Fuck club penguin i aint never play it.....!!! 

Jks jks im actually real sad for this :&lt; i never played",abusive
@De_Imperial Tambo must have been bad ass beyond believe. Or how do we explain it?,abusive
I hate people who say I got this. In all honesty we don't have a damn thing.,abusive
I hate when I give a bitch my # and she say here #....... you text me 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ Bitch 😒😤😩,abusive
RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,hateful
n yeah u hate boys coz u r lesbian😂😂😂😂 https://t.co/5Wr5jFkZsq,hateful
@deb_rideout did you know you can mute hashtags in your settings? saves my sanity during annoying squawking bird season,normal
RT @THOTTRAINER: i necer been the type to just hate onna bitch for no reason,abusive
If you think our president needs congressional approval to do what he did... You are an idiot 😄,abusive
RT @Miss_Keeta11: Jealousy is really an ugly ass trait to have.,abusive
"Girl, look how fucking orange you look girl! https://t.co/PdLvq8O1wP",abusive
Them Z6NE niggas are evil 😂😂😩 they cause nothing but heartache and headaches 😂😂😂😂,hateful
"🚫 THIS IS DISGUSTING 🚫

slut and skinny shaming is just as bad as fat shaming. remember that before you call yourse… https://t.co/hZoZCiNZCM",abusive
Alex Brosas another idiot #ALDUBKSGoesToUS  https://t.co/14G7hFwVQm,abusive
"RT @ItIzBiz: as Nancy Reagan would say, 'just say FUCKING NO!""
or something like that... https://t.co/ZaxB2gCq5v",abusive
RT @MailOnline: The Nazi death gas so horrific even Hitler feared using it https://t.co/pO2FiPVcnc,spam
I hate er chase because if the Bitch that works there she's literally evil,abusive
RT @chevleia: don't hmu when u get tired of ur boring hoe ur boring now too,normal
RT @ashllyd: SICK OF BITCHES ON THE INTERNET 🐍🙅👉https://t.co/BkyqCFx64G @UKBloggers1 @FemaleBloggerRT @TheGirlGangHQ #fbloggers #fblchat @U…,hateful
RT @nyctophil3: Pineapples do not belong on pizza. Y'all niggas are nasty.,hateful
But he still with the shits so he started smoking and drinking (bad combo) probably looking like ... https://t.co/GWLVBxkGgh,spam
"RT @Configa: April Fools fucking #dope If you ain't feeling this than you have rigor mortis, dummy!! #hiphop #boombap #goldenera… https://t…",abusive
Niggas keep talking about women wearing weave but be sick when a bitch up a fro on they ass. 😭,abusive
"""God, you're fucking pathetic."" https://t.co/ugvCc03GzC",hateful
You Worried About Somebody Bein Ugly... Bitch You Ugly...,abusive
Carlos Correa had gyalchester as his walkup music and it was so bad ass 😂,abusive
Damn dean just put Corbin to sleep. That Match Also Showed why It Was On Pre show. Boring as fuck,abusive
"""THE FORCE AWAKENS: A Bad Lip Reading"" (Featuring Mark Hamill as Han Solo) https://t.co/hWWWMPP03c",abusive
I hate a ol I forgot my Wallet at home but I have my ID ass bitch!!!,normal
@vappywave idiot that's not gonna work. you gotta put flame stickers on it to make it go faster,spam
RT @dawseyslinstead: i just want to cry so fucking bad look at them https://t.co/FaxDU5fI3m,abusive
RT @antoniodelotero: 2. i'm a bad bitch you can't kill me https://t.co/mI0xmuNbfM,hateful
RT @HeeeyMonica: Papaya has to be the worst fruit ever,hateful
This is one ass extended April fools I pray someone just says it's a bad joke,hateful
@Pineaqples @DenialEsports btw I watched where you watched my pov on stream and boii do I feel retarded,abusive
"RT @Kimberley1222: Disgusting. Insulting. Parks are NOT a charity. Give them a fucking budget, asshole.  @realDonaldTrump

#TheResistance
#…",abusive
"@NikkisBubble Every bird turd is talking ""Children of God"" or Our bros. &amp; Sisters"" to push evil policy
Russia got f… https://t.co/JTezgp7FrU",abusive
RT @gogglepossum: Don't you hate people that put salt on their bag of dicks before even trying them?,abusive
"Niggas don't lie, our ugly friend put up a pic we just gon write ""nigga u ugly"" under it",abusive
Don't sleep with me? Then don't speak with me. And never talk bad bout niggas that eat with me,abusive
Grassley is a damn liar &amp; saying everything for the stupid #MAGA Supporters. Repubs #gaslight all gullible… https://t.co/6QyPPz5x8R,abusive
"Person telling me, it's me, the sugar in your Tea, are u actually fucking mad !!",hateful
RT @ayevonnn: bruh i fucking hate people like this 😤 https://t.co/dceEXQhnhq,hateful
@theDoofmanDFS @theDoofmanDFS are u still rocking with that team btw nani is fucking sick i tried him,abusive
"RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP",abusive
RT @mattmfm: I'm really fucking sick of watching the Republican Party be rewarded for flagrantly degrading our democracy.,normal
Systems that don't allow you to change your email address... what the hell are you doing? Were you built by idiots?,abusive
Holy crap!! The biggest assclown of a mayor on @TuckerCarlson pulling race card!! Get his ass outta office!!! #draintheswamp,abusive
I repeat... What the bloody hell is happening! 🙈👀 https://t.co/nWQlRJRIV3,abusive
im so fucking sick of seeing this damn tweet. https://t.co/MRMOy3mQXO,normal
RT @EiramAydni: Im a nasty ass freak when I like you..,abusive
@JayFoee_ just another dumbass bronco fan swear I hate this fanbase dawg 😭,abusive
"RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP",normal
"RT @genn_up: ""Opened 5 min ago"" is SO fuckin annoying. A dinny send messages for the ged of ma health a send them for a fuckin REPLY",abusive
"Dick Tracy Meets Gruesome - the 2017 re-boot
#Riffotronic https://t.co/IMkbJxjysV",abusive
fucks sake go away stupid anon — ^  https://t.co/8TQGyiKCVE,normal
RT @BluntOfLoud: Reason Why These Bitches Secretly Hate Me🤣🤣🤣🤣🤣 https://t.co/ixJD7B4ZDz,hateful
im sick too 😒 sick of these hoes 🤦🏾‍♀️ https://t.co/43W9Iwkioj,abusive
@lawrenceantnhoy @OGSaxx Youre an idiot cause i dont care what youre talking about.,normal
Yooooo vans got these sick ass velvet oxblood slip onnnnssssss 💦💦💦💦👅👅👅👅,hateful
RT @RileyNixon_: bout to get butt fucked !!! https://t.co/5ho3r7keZh,hateful
@roaringsoftly i will go to bat for you!!! what the hell is wrong with people!! also ily,abusive
"RT @THESLUMPGOD: I Sampled Jaws 

Pull Up With The Pistol Make A Nigga Look So Dam Sick Like He Seen A Bitch With 3 Titts https://t.co/64YC…",abusive
You know what happens to people that trust a pathological liar? They get fucked over! Repeatedly! https://t.co/eSPcGAYeSx,normal
"RT @Sixteen_digits: Police holds me. Anoda police ask ""officer weytin him do"" he replies D idiot pis for here. D oda says hold d idiot mak…",abusive
",😂 LMFAOOOOOOOOOOOOOOOO pathetic ass bitches https://t.co/9GM8SRY4vl",abusive
RT @Stafaa__: I hate them hoe ass braids 😂🙌🏾 https://t.co/fr5gMyp4rJ,normal
RT @arianam0lina: if you litter you're a bitch &amp; i hate you,abusive
💀 yk them hoes ugly sis. 🤦🏽‍♀️ https://t.co/OA9aQ6LN7G,abusive
"We miss yo ugly sid the the Sloth , dur yes dur saying ass too https://t.co/v6sTVEhH2n",abusive
"Up at 2am, still sick, dr. Pissing me off, ugh it's almost spring break, I just wanna be well!😢whine,sniffle,cough,cry!😠",abusive
"sis....i'm fuckin sick. i'm done with it, it's 11 now https://t.co/Ed4Bowmlro",abusive
RT @JDfromNY206: I DONT KNOW WHAT TO SAY!!!! I HAVE FUCKING GOOSEBUMPS!!!! #SDLive #SDLiveAfterMania,hateful
Something is deeply wrong with him! That and the LYING! Scare the hell out of me.. https://t.co/Q7ucdx4eEH,abusive
Fuck You And Die: An Oral History of Something Awful,abusive
"RT @fawfulfan: Go fuck yourself, @SenJohnMcCain. You can't whine about the dreadful consequences of something AS YOU VOTE FOR IT. #NuclearO…",abusive
"Hate watching an interview &amp; I hear ""like"" a fucking million times",abusive
RT @Duhhitsswinkelz: I walk around my school untouchable &amp; all the bitches that don't like me just sit around and hate 😆💁🏽,hateful
Court and Duncan are fucking miserable tonight #MKR,hateful
RT @shaterly_xo: And idiots spend $8.99 for a bag of skittles. https://t.co/vLLaoj61jF,abusive
"Yang susah itu yang disini (dada;hati), that ugly feeling can stay for who knows how damn long.-Melbourne",abusive
RT @OlgaLycett: One thing I hate about spring/summer is the bloody birds waking me up at 6am. It's like world war 3 out there🙃,abusive
MY FUCKING GOD @shanemcmahon DON'T DIE!! Backflips like a cruiserweight in his prime at 47!! 😳😳 #Wrestlemania,hateful
I'm moving to Texas. It's some bad bitches out there.,abusive
Why Praise Can Be Bad for Kids - ABC News - https://t.co/XT7l0E10ra via @ABC,abusive
Theres a difference between marketing and being fucking annoying,abusive
"RT @peace_moin: &amp; some idiots of my country think and this regime is working to bring UNIFORM CIVIL CODE.
Let them bring UNIFORM BEEF CONSU…",abusive
"He would not have won if the DNC knew what the hell they were doing. It's too bad if saying that hurts feelings, but Trump's gotta go",abusive
"RT @GunnerStaal: ""You see we should have traded Letang, he's always hurt""

            - Idiots",normal
RT @JustCallHerKii: WTF !!! #LHHATL  just got juicy OMG she fuckin with her boss husband 😶😶😶,hateful
I hate when people get up here and tell what happening on a TV show or Movie... Shut yo ass up 😂,hateful
@DibsOnTheGibbs At least outline the plot and shiz for when you have time!!! Your audience needs you!,abusive
@claireginther but let's talk about that sick ass table,abusive
RT @syeoga: Hella is from the bay....and majority of LA bitches hate on the word hella 😂😩 https://t.co/9vmoO3Lnb7,abusive
"Oh, yes he is a bad guy. 

It's so damn sickening https://t.co/2ZrFqgBrz5",abusive
"#ANCYL there this idiot of cosas speaking, i think hate speech will come out of his speech if he doesnt stop.",abusive
"I'm baffled and disgusted, who raised these bitches mann 😖😩",abusive
RT @Boobie24Dixon: Hail Fucking State!!! https://t.co/Lkm1jQd2uF,spam
RT @CaseyBerry99: Bullying people is so lame &amp; terrible. It's 2017 have you people not noticed that it's a fucked up thing to do???????????…,abusive
RT @DickMorrisTweet: Schumer Filibuster Of Gorsuch Is Idiotic - Lunch Alert! https://t.co/kvnzCSK5tX @SenSchumer @TheDemocrats @HouseDemocr…,abusive
Nasty ass eating food @_JWEAVE_ @Mcj_da_great https://t.co/EqsAzUrRbh,abusive
RT @Shae_Amoure: Mf's be having me fucked up ALLL the time !🤦🏽‍♀️,abusive
RT @siarah_: that's an ugly ass house to be paying $5mil for https://t.co/dHZXE0dl1i,abusive
RT @sobermongeau: you know when youre fucking stupid and get one question in math correct and think ur albert fucking einstein because me t…,abusive
"RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP",hateful
"RT @OnlyLookAtMino: [!!] WINNER trending on Melon Search at #1 😍

#위너_4일4시_음원공개 https://t.co/jNwkUlTrPC",abusive
"RT @OnlyLookAtMino: [!!] WINNER trending on Melon Search at #1 😍

#위너_4일4시_음원공개 https://t.co/jNwkUlTrPC",abusive
Watching this annoying ass man makes me want to never eat another pizza...... #my600lblife tlc,abusive
"@BasedBananaSama Just block him. . .

He's fucking dreadful.",abusive
"RT @JJTheNoonas: [INFO] 170403 Jinyoung spotted at Han river with gagman Lee SeungYoon!
cr.nct_mark0621&amp;코코 체리
https://t.co/v0EQBMGAJY
https…",abusive
It's always the filthy bitch that comes in the picture.. 🤦🏽‍♂️,hateful
I worry about this all of the time.   If the Nazis turn away from him it might not be as bad as I fear it will be.… https://t.co/BTmeimEEMQ,abusive
Niggas worst than your side bitch always questioning they position,normal
"RT @TPThompson2: Who will be the 1st #gop rep to find some guts and stand up to the idiot in the WH? #FireTheFool 
https://t.co/VQz1YvHxHO",spam
too bad i ain't packing like that banana 😞💔 https://t.co/gyWnhy62o7,abusive
@CraigHazell You are a fucking legend mate. Balls of steel!,normal
"when guys talk to me I just wanna go sleep, boring ass conversation",normal
RT @SQUlDZ: Look at this fuckin retard https://t.co/nZePcMiZn0,abusive
@ProWLegacy @TennesseeHoney_ can you count its 1-3 idiot💯,abusive
@Louis91Tom_ Omg I can't believe someone would wish that on anyone never mind a baby the sick bitch,abusive
RT @cleveionn: my head so nasty i thought that was a vagina 😂 https://t.co/ZNq9FVVFWU,abusive
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,abusive
"@JesonthePage ugh, crippling self doubt is THE WORST.",abusive
Quit fucking spamming me with this crap it don't work https://t.co/AjQxhEKk2t,hateful
RT @charli_xcx: the number 1 angel shows are gonna be fucking wiiiiild!! @brookecandy opening in SF &amp; NY with @CupcakKe_rapper joining in N…,abusive
"@sanacardi @letat_lechat Sanders said ""I'm sick of talking about your damned emails""",hateful
@jimmcelwainshat @_SuperAngiee R u dump or u r too stupid idiot,abusive
If someone heard mine and Macie's convo in Applebees they'd think we were idiots 😂😂😂,abusive
RT @SarahPlayfair: Pip is an idiot - and needs to tell the truth...... and why didn't she realise before? #thearchers,abusive
Rick James fucking hated Prince (who I have pledged all of my allegiance to) but it doesn't keep me from appreciating James' eccentricities.,normal
RT @okamlord: I fucking hate you https://t.co/DEzJoO66A2,abusive
RT @fromvallejo: son this nigga is the worst https://t.co/IYTehCEPea,abusive
RT @SlumLordPo: It's the FUCKING #REDEMPTIONTOUR !!!! GO FUCKING HEELS https://t.co/Wwm92Cmwtj,abusive
